company_name,job_title,career_level,deadline,apply_url,tech_stacks,requirements,preferences,responsibilities,team_culture,benefits
비큐에이아이,백엔드 개발자(RDPLINE),경력 3년 이상,상시채용,https://www.wanted.co.kr/wd/358780,"Springboot, Flask, FastAPI, Elasticsearch","• 3년이상의 백엔드 개발 관련 경험이 있으신 분
• Spring 기반 백엔드 개발 실무 경험(최소 1년)
• Python 웹 프레임워크(Flask 또는 FastAPI) 사용 경험",공고문 내 명시 없음,"• Springboot 기반 백엔드 API 개발/운영
• 매체 연계 에이전트 개발/운영
• 레거시 API 운영
• 매체 크롤러 개발/운영
• 데이터 파이프라인 구축 및 최적화
• AI 백엔드 시스템 개발/운영",공고문 내 명시 없음,"• 합격보상: 지원자, 추천인 각 현금 50만원
• 리프레시휴가
• 건강검진지원
• 육아휴직
• 편의시설"
바티에이아이,커머스 솔루션 - 백엔드개발자 (Python/Node.js/Java) 5년 이상,경력 5-7년,상시채용,https://www.wanted.co.kr/wd/341051,"Python, Node.js, Java, FastAPI, Celery, Scrapy, Hono, Spring Boot, React, Vite, Zustand, TanStack Query, Tailwind CSS, Claude Code, Cursor, GitHub Copilot, Python (Playwright), AWS RDS, SQLAlchemy, Prisma, JPA, AWS SQS, Redis, Celery, RabbitMQ, Kafka, Docker, GitHub Actions, Jenkins, AWS CodePipeline","• 5년 이상의 Python, Node.js, 또는 Java 백엔드 개발 경험 (또는 그에 준하는 실력을 증명할 수 있는 분)
• RESTful API 설계 및 구축에 능숙하며, 확장성 있는 시스템 아키텍처에 대한 이해가 높으신 분
• 새로운 기술을 학습하는 데 속도가 매우 빠르고, 실무 적용에 두려움이 없는 분
• Claude Code, Cursor, GitHub Copilot 등 AI 코딩 도구를 이미 실무에서 활용하고 있거나, 적극적으로 도입할 의지가 있는 분
• AI 도구의 결과물을 맹신하지 않고, 코드 리뷰와 검증을 통해 품질을 담보할 수 있는 분",공고문 내 명시 없음,"• Bati CIS의 핵심인 Back-end 시스템 및 고성능 API 서버 설계/개발
• 이커머스 데이터 수집 및 분석을 위한 데이터 파이프라인 및 자동화 엔진 고도화
• 다양한 외부 시스템(SAP, 이커머스 플랫폼 등)과의 유연한 연동 아키텍처 구축
• AI 코딩 도구(Claude Code, Cursor 등)를 활용한 빠르고 정확한 개발 프로세스 실행
• 기획자, 프론트 엔지니어와 함께 '사용자가 와우(Wow) 할 수 있는' 서비스 구현","• 배려와 감사, 친절함을 가진 바티 팀원들과 함께 즐겁게 앞으로 나아가실 팀원을 기다리고 있겠습니다!","• 합격보상: 지원자, 추천인 각 현금 50만원
• 유급휴가
• 자기계발지원
• 재택근무"
코리아포트원,백엔드개발자 Back-end Engineer (5년이상),경력 5년 이상,상시채용,https://www.wanted.co.kr/wd/262804,"Kotlin, Scala, TypeScript, Go, PHP, AWS, Kubernetes, GraphQL, REST API","• 최소 5년 이상의 소프트웨어 개발 경력 또는 이에 준하는 경험이 있으신 분
• 시스템과 네트워크 등 컴퓨터 분야 전반에 대한 기본적인 지식을 갖추신 분
• 새로운 기술과 지식을 분야 무관하게 능숙히 학습할 수 있고, 팀 전체의 이해에 기여할 수 있는 분
• 동료와의 수평적인 토론을 바탕으로 선호와 관계없이 올바른 결론을 도출하는 것에 거부감이 없는 분
• 마이크로서비스 환경에서 경계 없는 기여를 통해 전사적인 코드 품질을 개선할 수 있는 분",공고문 내 명시 없음,"• 도메인을 깊이 이해하고, 제품설계와 기획까지 주도적으로 참여
• 프론트엔드 개발자는 물론 고객사의 개발자 경험까지 고려한 최적의 API, SDK를 설계하고 배포
• 단기적 성과뿐만 아니라 장기적 생산성, 기능 확장성에 균형 있는 관심을 기울이며 유지보수에도 참여
• 동료들과 활발히 논의하며 팀의 목표와 상황에 가장 알맞은 기술적 의사결정을 도출
• 포트원 고객사의 개발자들과 직접 소통하며 기술지원을 수행하고, 그 과정에서 발견한 문제를 기반으로 제품 개선을 반복","투명한 정보 공유와 수평적 의사소통을 바탕으로 B2B SaaS 스타트업의 A to Z를 경험하실 수 있습니다.
결제 및 돈의 흐름을 다루는 시스템과 더불어 안정성, 신뢰성을 극대화하기 위한 엔지니어링을 경험하실 수 있습니다.
트렌드에 맞는 최신의 백엔드 기술과 실제 비즈니스에 알맞는 적용 사례를 함께 경험하실 수 있습니다.","• 합격보상: 지원자, 추천인 각 현금 50만원
• 건강검진지원
• 스톡옵션
• 식대지원
• 자기계발지원
• 장비지원
• 유연근무"
셀레스타라,nest.js 백엔드 개발자,경력 1-5년,상시채용,https://www.wanted.co.kr/wd/331495,"nest.js, postgresql, node.js, javascript","• node.js 또는 nest.js 기반 백엔드 경험 3년 이상
• nest.js 기반 포트폴리오 필수
• javascript 깊은 이해도
• 데이터베이스 및 서버 아키텍처에 대한 이해",공고문 내 명시 없음,"• AWS 환경 인프라 운영
• nest.js 및 postgresql 기반 개발 및 운영
• 시스템 성능 최적화 및 문제 해결","서비스 중심 개발: 사용자 경험을 고려한 API 설계와 안정적인 서버 운영을 지향합니다.
협업 기반 개발 환경: 기획, 디자인, 프론트엔드 팀과 협업하여 실제 서비스에 적용되는 기능을 개발합니다.
지속적인 개선: 기존 시스템을 유지보수하고 성능을 개선하며, 효율적인 구조로 발전시킵니다.","합격보상: 지원자, 추천인 각 현금 50만원"
크래블,"S/W 개발자(Android SDK, java, kotlin)",경력 3-20년,상시채용,https://www.wanted.co.kr/wd/359714,"Android, Java, Kotlin","• 학력 : 학력무관
• java, kotlin 및 Android 플랫폼에 대한 높은 이해도를 가지신 분
• 포트폴리오 이력서 서류 첨부",공고문 내 명시 없음,"• 안드로이드 앱 신규 기능 설계 및 개발
• 성능 최적화 및 코드 리팩토링
• 테스트 자동화 및 배포 파이프라인 구축·개선",공고문 내 명시 없음,"• 합격보상: 지원자, 추천인 각 현금 50만원
• 자기계발지원
• 커피·스낵바
• 휴가비
• 보너스
• 워크샵"
엑스소프트,WEB/JAVA 개발자,경력 5-15년,2026.05.31,https://www.wanted.co.kr/wd/359887,"Java, Spring Boot, Struts, HTML5, CSS, JavaScript, jQuery, Oracle, PostgreSQL, MariaDB","• Java 기반 웹 개발 경력 5년 이상 ~ 15년 이하
• 전문학사(2·3년제) 이상 학력 보유
• HTML5 / CSS / JavaScript / jQuery / RDB(Oracle, PostgreSQL, MariaDB 등 오픈소스 DB) 활용 가능
• REST API 설계 및 서버-클라이언트 연동 경험",공고문 내 명시 없음,"• 당사가 보유하고 있는 솔루션(문서중앙화, EDMS)에 대해서 프로젝트 진행시 커스터마이징 및 서비스/기능 개발
• Java 기반 웹 서비스 개발
• 안정적이고 확장 가능한 API 설계 및 개발
• 자사 제품의 서버 아키텍처 설계 및 백엔드 개발 (Java, Spring Boot/Struts 기반)
• 최신 JavaScript 프레임워크 및 jQuery를 활용한 UI/UX 구현 (Front-End)",공고문 내 명시 없음,"합격보상
지원자, 추천인 각 현금 50만원"
아스토나파트너스,백엔드 개발자 (Java / Kotlin / Spring Boot),경력 1-5년,상시채용,https://www.wanted.co.kr/wd/358662,"Java, Kotlin, Spring Boot, Node.js, MySQL, PostgreSQL, JPA, QueryDSL","백엔드 개발 경력 1~3년 이상 또는 그에 준하는 실무 역량
Java와 Spring Boot 기반의 실무 경험이 풍부하며, 프레임워크의 동작 원리를 이해하고 계신 분
Kotlin을 실무에 적용하여 생산성 높은 코드를 작성하실 수 있는 분
RDBMS(MySQL, PostgreSQL 등) 설계 경험 및 JPA / QueryDSL 활용 능력이 능숙하신 분",공고문 내 명시 없음,"Java / Spring Boot / Kotlin 기반의 고성능 백엔드 서버 설계 및 개발
복잡한 비즈니스 로직을 효율적인 API로 설계하고 데이터베이스 최적화
서비스 안정성을 위한 테스트 코드 작성 및 코드 리뷰 참여
Node.js를 활용한 마이크로서비스 또는 실시간 데이터 처리 모듈 구축",불필요한 관습보다는 실무 중심의 효율적인 소통을 지향합니다.,"합격보상: 지원자, 추천인 각 현금 50만원"
브이디크럭스,JAVA 백엔드 개발자(3년-5년),공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/357124,"Java(Kotlin), Spring Framework(Spring Boot), JPA, Oracle, MySQL, AWS, Git","• Java(Kotlin), Spring Framework(Spring Boot), JPA 기술 생태계에서 프로그래밍 경력이 3년이상(3~5년차) 혹은 그에 준하는 역량을 가지신 분
• JPA(Hibernate)의 이해 및 경험자
• Socket 통신 이해 및 경험자
• Oracle 및 MySQL 이해 및 경험자
• 분산 시스템의 원리 및 이벤트 기반 아키텍처에 이해 및 경험자
• 데이터베이스 모델 설계 및 쿼리 튜닝 가능자
• Git 사용 및 운영방법의 이해 및 경험자
• AWS 클라우드 기반 개발 및 운영 경험자","• 다른 사람의 의견을 들을 줄 알고, 필요한 의견을 내실 줄 아는 대화를 잘 하실 수 있는 분","• Windows POS, KIOSK, 테이블오더, 가맹점앱 등 클라이언트와 통신하는 서버 프로그램 개발
• 매장 관리를 위한 어드민 웹 클라이언트와 통신하는 서버 프로그램 개발
• 각 솔루션에 맞는 RDBMS 설계 및 관리
• AWS 클라우드 운영 및 관리",공고문 내 명시 없음,"• 식대지원
• 자기계발지원
• 보너스
• 건강검진지원
• 커피·스낵바"
후플렉스,Java 주니어 개발자,경력 3-5년,상시채용,https://www.wanted.co.kr/wd/355377,"Java,Kotlin,Spring Boot,JPA,Hibernate","• 백엔드 개발 경력 3년 이상
• Java 또는 Kotlin 기반 서비스 개발 경험
• Spring Boot 기반 API 개발 경험
• JPA/Hibernate 등 ORM 사용 경험
• 자사 서비스 개발 경험",공고문 내 명시 없음,"• 모바일 앱과 연동되는 백엔드 API 개발 및 기능 구현
• 서비스 기능 개발을 위한 데이터 모델링 및 DB 스키마 설계 참여
• 서버 로직 개발 및 기능 개선
• 코드 리뷰(PR)를 통한 코드 품질 개선 및 구조 이해
• 서비스 런칭 이후 버그 수정 및 성능 개선 작업 참여","• 주 2회 재택근무
• Core Time (10:30 ~ 16:30) 기반 유연 근무
• 수평적 조직과 효율 중심의 업무 문화","• 커피·스낵바
• 자기계발지원
• 50명이하
• 식대지원
• 설립3년이하
• 보너스
• 장비지원"
샬레코리아,java 백앤드 개발자,경력 5-9년,2026.07.23,https://www.wanted.co.kr/wd/357370,"Java 21, Spring boot, Spring Batch, nginx, MyBatis, MS-SQL, MySQL, Redis, Docker, AWS","• Java 21, Spring boot, Spring Security, JPA, QueryDSL, MySQL 사용 개발 경력 5년 이상
• Gitlab, Github 사용 경험 및 gitaction CI/CD 구축 경험
• docker, ECS 활용 개발 경험
• AWS, GCP 등 클라우드 인프라 엔지니어링 경력",공고문 내 명시 없음,"• 숙박/예약 플랫폼 개발 및 유지보수
• 대용량 트래픽을 고려한 아키텍처 설계 및 구현
• PG (결제) 및 정산 시스템 개발 및 운영
• 전체 서비스 구조 리팩토링 및 고도화
• 고객사 보안점검 대응",공고문 내 명시 없음,"• 복지포인트
• 워크샵
• 커피·스낵바
• 자기계발지원
• 육아휴직"
스위치원,"백엔드 서버 개발자 (Java, 3~5년)",경력 3-5년,상시채용,https://www.wanted.co.kr/wd/355487,"Java, Spring Boot, JPA, MySQL, Redis, AWS, Kubernetes, Docker, Jenkins","• 3~5년의 Java/Spring 기반 서비스 개발 및 운영 경험이 있는 분
• 비즈니스 로직을 분석하여 데이터 모델 및 API를 능숙하게 설계하는 분",공고문 내 명시 없음,"• 스위치원비즈(신사업) 서버 설계 및 개발: 신규 B2B 외환 서비스의 핵심 로직 설계 및 비즈니스 최적화 API 구현
• 스위치원 비즈 플랫폼 개선과 유지보수: 서비스 안정성을 위한 시스템 고도화 및 지속적인 코드 품질 관리
• 제품 방향성 참여: 신사업의 기술적 기반 구축 및 서비스 성장을 위한 제품 방향성 제안",• 금융 시장의 새로운 기준을 함께 만들어갈 동료를 기다립니다.,"• 건강검진지원
• 커피·스낵바
• 자기계발지원
• 식대지원
• 유급휴가
• 연봉 업계평균이상"
오토위니,JAVA 개발자 (3년 이상),경력 3-10년,상시채용,https://www.wanted.co.kr/wd/201010,"React, Vue, Nuxt, Zustand, Java, Spring 5.x, Springboot, IDC, AWS, Kotlin, Swift, Oracle 19c, MySQL, Redis, Elastic Search, Git, Bitbucket, Jira, Figma","Java, Spring Framework 기반 실무 개발 경력 3년 이상
주도적으로 백엔드 아키텍쳐를 설계해본 경험이 있으신 분
AWS 등 클라우드 환경에서 서비스 개발/운영 경험이 있으신 분
유저가 겪는 문제점을 찾고 기술로 해결하는데 관심 있으신 분
JSP 코드 작성 및 수정 가능하신 분
JavaScript 코드 작성 및 유지보수 가능하신 분",공고문 내 명시 없음,"백엔드 아키텍처 설계 및 개선
프론트엔드/백엔드 API 서버 개발 운영
대용량 데이터를 실시간으로 처리하는 아키텍처 설계, 구축, 운영
문제 해결을 위해 새로운 기술 검토, 도입","협업 툴을 통한 효율적인 업무 관리를 선호합니다. (Jira, Confluence, Figma 등)
DevOps 문화를 정착하고자 합니다.
코드 리뷰 세션을 통해 개발 지식 공유에 힘쓰고, 같이 성장하고자 합니다.(CodeRabbit 사용중)
원한다면 서버, DB, 네트워크 등 업무 전환도 가능합니다.
플랫폼을 만드는 모든 구성원과의 소통과 협업이 원활합니다.","건강검진지원
휴가비
보너스
커피·스낵바
식대지원
설립10년이상
연봉상위11~20%
50명이하
유연근무"
오토위니,JAVA 개발자 (2~3년),공고문 내 명시 없음,상시채용,https://www.wanted.co.kr/wd/209565,"Java, Spring 5.x, Springboot, React, Vue, Nuxt, Zustand, Kotlin, Swift, Oracle 19c, MySQL, Redis, Elastic Search, Git, Bitbucket, Jira, Figma","Java, Spring Framework 기반 실무 개발 경력 2년 이상 3년 미만
주도적으로 백엔드 아키텍쳐를 설계해본 경험이 있으신 분
AWS 등 클라우드 환경에서 서비스 개발/운영 경험이 있으신 분
유저가 겪는 문제점을 찾고 기술로 해결하는데 관심 있으신 분
JSP 코드 작성 및 수정 가능하신 분
JavaScript 코드 작성 및 유지보수 가능하신 분",공고문 내 명시 없음,"백엔드 아키텍처 설계 및 개선
프론트엔드/백엔드 API 서버 개발 운영
대용량 데이터를 실시간으로 처리하는 아키텍처 설계, 구축, 운영
문제 해결을 위해 새로운 기술 검토, 도입","협업 툴을 통한 효율적인 업무 관리를 선호합니다. (Jira, Confluence, Figma 등)
DevOps 문화를 정착하고자 합니다.
코드 리뷰 세션을 통해 개발 지식 공유에 힘쓰고, 같이 성장하고자 합니다.(CodeRabbit활용)
원한다면 서버, DB, 네트워크 등 업무 전환도 가능합니다.
플랫폼을 만드는 모든 구성원과의 소통과 협업이 원활합니다.","건강검진지원
휴가비
보너스
커피·스낵바
식대지원
설립10년이상
연봉상위11~20%
50명이하
유연근무"
